"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_US_PATH2198_R1","GPS_US_PATH2202_R1","GPS_US_PATH2210_R1","GPS_US_PATH2228_R1","GPS_US_PATH2234_R1","GPS_US_PATH2242_R1","GPS_US_PATH2248_R1","GPS_US_PATH2249_R1","GPS_US_PATH2250_R1","GPS_US_PATH2255_R1","GPS_US_PATH2268_R1","GPS_US_PATH2274_R1","GPS_US_PATH2296_R1","GPS_US_PATH2298_R1","GPS_US_PATH2307_R1","GPS_US_PATH3382_R1","GPS_US_PATH5902_R1","GPS_US_PATH5908_R1","GPS_US_PATH5912_R1","GPS_US_PATH5916_R1","GPS_US_PATH5924_R1","GPS_US_PATH5938_R1","PATH2203","PATH2207","PATH2211","PATH2215","PATH2218","PATH2220","PATH2225","PATH2226","PATH2229","PATH2230","PATH2231","PATH2233","PATH2239","PATH2240","PATH2251","PATH2253","PATH2256","PATH2261","PATH2262","PATH2263","PATH2264","PATH2265","PATH2267","PATH2272","PATH2279","PATH2280","PATH2281","PATH2285","PATH2290","PATH2294","PATH2295","PATH2297","PATH2300","PATH2311","PATH2313","PATH3356","PATH3359","PATH3360","PATH3366","PATH3370","PATH3375","PATH3379","PATH3383","PATH5904","PATH5906","PATH5907","PATH5909","PATH5915","PATH5922","PATH5923","PATH5926","PATH5930","PATH5931","PATH5934","PATH5935","PATH5941","PATH5942","PATH5944","PATH5946","PATH5947","PATH5950","PATH5952","PATH5953","PATH5960"
"group_2227","","abortive infection protein","34","34","1","1","4550","1","462","","269","269","269","19084_7#73_01013","","19084_7#75_00857","","19084_7#78_01023","","","19084_7#86_00945","19084_7#87_00924","19084_7#88_01251","19084_7#89_01094","19084_7#93_01229","","","19084_7#98_01142","19084_8#46_01165","","","","","","","11657_8#36_01209","11657_8#39_01269","","","","11658_2#44_00666","","11511_8#64_01416","","","","11511_8#67_01850","","","","","","11657_4#76_01004","","","11657_4#77_01197","","11657_4#78_01339","","","11679_1#73_01078","11658_2#23_01193","11679_1#75_01360","","","","11679_1#79_00688","11657_4#86_01162","","","11679_1#82_00060","","","","11679_1#89_00072","","","","","11657_8#52_01448","","11658_2#4_00296","","11679_1#94_01919","11679_1#95_00890","","11511_8#92_01102","11511_8#93_00081","","","12291_1#1_00158","12291_1#2_01487","","12291_1#6_01250","","","","",""
"group_24","","chlorohydrolase","34","34","1","1","5282","194","1","","194","287","232","19084_7#73_00139","","","19084_7#77_00352","","","","","19084_7#87_00492","19084_7#88_00475","","","19084_7#95_00124","","","19084_8#46_00682","19084_8#106_00068","","","19084_8#110_00185","19084_8#111_01297","","","","11679_1#60_00291","11658_2#46_00079","","","11658_2#39_01364","","","11658_2#38_01431","","11511_8#67_00757","","11658_2#33_00341","11511_8#69_00256","11679_1#70_00225","11658_2#28_01171","","","11511_8#71_01366","","11511_8#72_00066","","11658_2#24_00275","","","","","11657_4#83_01259","11658_2#19_00332","11657_4#85_00349","","","11658_2#12_00795","11658_2#11_00377","","","","","","11658_8#9_00416","","","11679_1#93_00489","","","11658_2#4_00616","","","","","","","11657_4#95_00277","13154_2#34_00117","","","12291_1#4_00065","","12291_1#7_00014","12838_1#61_00253","","",""
"group_255","","type I restriction-modification system, S subunit, putative","34","34","1","1","3880","1","1773","","218","1121","1000","19084_7#73_01187","19084_7#74_01679","19084_7#75_01644","19084_7#77_01840","19084_7#78_01319","","","19084_7#86_00112","19084_7#87_00110","","19084_7#89_01888","19084_7#93_00692","19084_7#95_00800","","","","","","","","","","11657_8#36_01441","","11679_1#60_00584","","","11658_2#44_01918","","","","11658_2#38_01086","11658_2#37_00533","11511_8#67_01091","","","","","","11657_4#76_01575","11658_2#27_01748","","","11511_8#72_01252","11657_4#78_00497","","","11679_1#73_01717","","","","","11657_4#85_01648","11679_1#79_01451","","","","11679_1#82_01831","","","","","11658_8#9_00504","","","11679_1#93_00931","11657_8#52_01678","","","11511_8#89_00504","","","11657_8#56_01524","","11511_8#93_01247","","13154_2#34_00627","","12291_1#2_01222","12291_1#4_01200","","","","","","12291_1#20_01040"
"group_2690","","membrane protein","34","34","1","1","4917","1","2498","","296","296","296","19084_7#73_00027","","19084_7#75_01601","","19084_7#78_00252","","","","19084_7#87_00603","19084_7#88_00364","19084_7#89_01701","19084_7#93_00913","","","","19084_8#46_00791","","19084_8#107_01460","","","19084_8#111_01925","","11657_8#36_00585","11657_8#39_01532","","","","","","11511_8#64_01801","","","","11511_8#67_01688","","","","","11658_2#28_01073","11657_4#76_01510","11658_2#27_00040","","11657_4#77_00108","11511_8#72_01497","11657_4#78_00767","","11822_8#80_00983","11679_1#73_01522","","11679_1#75_00276","","","11657_4#85_01718","11679_1#79_01019","11657_4#86_01896","","","11679_1#82_00307","","","","","","","","","11657_8#52_01731","","11658_2#4_01628","","11679_1#94_01870","","","11511_8#92_00529","","","","","12291_1#2_00661","","","","","12291_1#12_01939","12291_1#13_02184",""
"group_2691","","membrane protein","34","34","1","1","4919","1","2496","","482","482","482","19084_7#73_00029","","19084_7#75_01599","","19084_7#78_00250","","","","19084_7#87_00601","19084_7#88_00366","19084_7#89_01699","19084_7#93_00911","","","","19084_8#46_00789","","19084_8#107_01458","","","19084_8#111_01923","","11657_8#36_00587","11657_8#39_01530","","","","","","11511_8#64_01799","","","","11511_8#67_01690","","","","","11658_2#28_01075","11657_4#76_01508","11658_2#27_00042","","11657_4#77_00110","11511_8#72_01499","11657_4#78_00765","","11822_8#80_00981","11679_1#73_01524","","11679_1#75_00274","","","11657_4#85_01720","11679_1#79_01017","11657_4#86_01898","","","11679_1#82_00305","","","","","","","","","11657_8#52_01729","","11658_2#4_01626","","11679_1#94_01868","","","11511_8#92_00527","","","","","12291_1#2_00663","","","","","12291_1#12_01937","12291_1#13_02182",""
"kpsT_1","","ABC transporter ATP-binding protein","34","34","1","1","4920","1","2495","","596","596","596","19084_7#73_00030","","19084_7#75_01598","","19084_7#78_00249","","","","19084_7#87_00600","19084_7#88_00367","19084_7#89_01698","19084_7#93_00910","","","","19084_8#46_00788","","19084_8#107_01457","","","19084_8#111_01922","","11657_8#36_00588","11657_8#39_01529","","","","","","11511_8#64_01798","","","","11511_8#67_01691","","","","","11658_2#28_01076","11657_4#76_01507","11658_2#27_00043","","11657_4#77_00111","11511_8#72_01500","11657_4#78_00764","","11822_8#80_00980","11679_1#73_01525","","11679_1#75_00273","","","11657_4#85_01721","11679_1#79_01016","11657_4#86_01899","","","11679_1#82_00304","","","","","","","","","11657_8#52_01728","","11658_2#4_01625","","11679_1#94_01867","","","11511_8#92_00526","","","","","12291_1#2_00664","","","","","12291_1#12_01936","12291_1#13_02181",""
"group_2693","","membrane protein","34","34","1","1","4921","1","2494","","491","491","491","19084_7#73_00031","","19084_7#75_01597","","19084_7#78_00248","","","","19084_7#87_00599","19084_7#88_00368","19084_7#89_01697","19084_7#93_00909","","","","19084_8#46_00787","","19084_8#107_01456","","","19084_8#111_01921","","11657_8#36_00589","11657_8#39_01528","","","","","","11511_8#64_01797","","","","11511_8#67_01692","","","","","11658_2#28_01077","11657_4#76_01506","11658_2#27_00044","","11657_4#77_00112","11511_8#72_01501","11657_4#78_00763","","11822_8#80_00979","11679_1#73_01526","","11679_1#75_00272","","","11657_4#85_01722","11679_1#79_01015","11657_4#86_01900","","","11679_1#82_00303","","","","","","","","","11657_8#52_01727","","11658_2#4_01624","","11679_1#94_01866","","","11511_8#92_00525","","","","","12291_1#2_00665","","","","","12291_1#12_01935","12291_1#13_02180",""
"group_2701","","hypothetical protein","34","34","1","1","5261","1","554","","197","197","197","19084_7#73_00136","","","19084_7#77_00355","19084_7#78_00144","","19084_7#85_00568","","19084_7#87_00495","19084_7#88_00472","","","19084_7#95_00121","","","19084_8#46_00685","","","19084_8#109_00321","19084_8#110_00188","","19084_8#113_00364","","","11679_1#60_00294","","","","11658_2#39_01361","","11511_8#66_00454","11658_2#38_01428","","11511_8#67_00760","11657_8#42_01836","","","11679_1#70_00228","11658_2#28_01168","","","11511_8#71_01369","","","","11658_2#24_00278","","","11658_2#23_01156","","11657_4#83_01262","11658_2#19_00335","","","","11658_2#12_00798","","","","","","","11658_8#9_00419","","","11679_1#93_00486","","","11658_2#4_00613","","11679_1#94_00480","","","","","11657_4#95_00274","13154_2#34_00114","","","12291_1#4_00062","12291_1#6_00435","12291_1#7_00011","","","",""
"group_275","","IS1239 transposase","34","34","1","1","1854","1","2160","","155","1007","709","","19084_7#74_00433","","","","19084_7#80_00718","19084_7#85_01052","19084_7#86_01638","","","","","","19084_7#96_01328","19084_7#98_00414","","19084_8#106_00924","","19084_8#109_02022","","19084_8#111_01467","19084_8#113_01072","","","","","11679_1#63_01412","","11658_2#39_00001","","","","","","11657_8#42_00927","11658_2#33_00956","11511_8#69_01461","","11658_2#28_00097","","11658_2#27_00616","","","11511_8#72_02121","","11658_2#24_00576","","","11658_2#23_01890","","","","11657_4#85_02132","","","","","","","11511_8#81_00700","11893_8#29_02053","11679_1#89_01401","11658_8#9_01064","","","11679_1#93_01705","","11658_8#11_01628","","11511_8#89_01481","","","","","11511_8#93_01114","","13154_2#34_01475","","","12291_1#4_01233","12291_1#6_02093","","","12291_1#12_00115","12291_1#13_02156",""
"group_2823","","hypothetical protein","34","34","1","1","3337","1","2013","","149","149","149","19084_7#73_01579","","19084_7#75_00703","","19084_7#78_01651","","","19084_7#86_02103","19084_7#87_01268","19084_7#88_01171","19084_7#89_01207","19084_7#93_01495","","","19084_7#98_01211","19084_8#46_01926","","","","","","","11657_8#36_01359","11657_8#39_01376","","","","11658_2#44_01954","","11511_8#64_01309","11511_8#66_01998","","","","","11658_2#33_01908","","","","11657_4#76_01424","","","11657_4#77_01340","","11657_4#78_01485","","11822_8#80_01374","11679_1#73_01226","","11679_1#75_01253","","","","11679_1#79_01418","11657_4#86_00976","","","11679_1#82_01451","","","","11679_1#89_01977","","","11658_2#5_01496","","11657_8#52_01290","","11658_2#4_01068","11511_8#89_01508","","","","11511_8#92_01221","","","","","12291_1#2_01158","","12291_1#6_00638","","","","","12291_1#20_01170"
"group_2828","","aminoglycoside 6'-N-acetyltransferase","34","34","1","1","3315","1","2202","","428","428","428","19084_7#73_01609","","","19084_7#77_01514","19084_7#78_01621","19084_7#80_01827","","","19084_7#87_01238","19084_7#88_01141","","","","","","19084_8#46_00027","19084_8#106_01528","","19084_8#109_01353","19084_8#110_01266","","","","","","","11679_1#63_00543","","11658_2#39_01541","","","11658_2#38_01784","11658_2#37_01539","11511_8#67_01623","","","11511_8#69_00746","","","","","11511_8#71_00191","","","","11658_2#24_01768","","","","","11657_4#83_01538","11658_2#19_01931","","","","11658_2#12_01181","11658_2#11_01212","","11657_8#46_01408","","11893_8#29_01849","","","11657_4#90_00944","","11679_1#93_01228","","11658_8#11_01717","11658_2#4_01098","","11679_1#94_01356","","11657_8#56_00856","","","11657_4#95_01899","13154_2#34_01984","","","12291_1#4_01926","","12291_1#7_01565","","","",""
"group_572","","zinc metallopeptidase","34","34","1","1","767","1","1848","","206","206","206","19084_7#73_01695","","","19084_7#77_01246","19084_7#78_01701","19084_7#80_01719","","","19084_7#87_01711","19084_7#88_01708","","","","19084_7#96_01917","","19084_8#46_01828","","","19084_8#109_01078","19084_8#110_01178","","19084_8#113_01828","","","","11658_2#46_01287","11679_1#63_01082","","11658_2#39_01005","","","11658_2#38_01191","","","","","","","11658_2#28_01782","","","11511_8#71_00814","","11511_8#72_01793","","11658_2#24_01479","","","","","11657_4#83_00767","11658_2#19_01094","11657_4#85_00923","","","11658_2#12_00742","","","11657_8#46_01315","11511_8#81_01698","","","","","11658_2#5_01596","","","11658_8#11_01118","11658_2#4_01183","","","","","","11511_8#93_01591","11657_4#95_00661","","12291_1#1_01713","","12291_1#4_01093","","12291_1#7_00289","","12291_1#12_01082","",""
"group_636","lctO","L-lactate oxidase","34","34","1","1","3657","112","2","","524","1136","1110","","19084_7#74_00768","","19084_7#77_01911","","","","","","","","","19084_7#95_00967","19084_7#96_00745","","","","","19084_8#109_01871","19084_8#110_01996","","","","","11679_1#60_00416","11658_2#46_01012","","","","","","11658_2#38_01285","","","11657_8#42_00273","11658_2#33_01933","","11679_1#70_00890","","11657_4#76_01737","11658_2#27_01850","","","11511_8#72_00755","","11658_2#24_01465","","","11658_2#23_00178","","11657_4#83_00316","11658_2#19_01703","11657_4#85_00628","","","11658_2#12_00524","11658_2#11_00870","","","11511_8#81_00945","","","11658_8#9_00670","11657_4#90_00561","","11679_1#93_00297","","11658_8#11_00191","","","","","","","","11657_4#95_01649","13154_2#34_02172","","","12291_1#4_01544","","12291_1#7_01463","12838_1#61_00679","","12291_1#13_00831","12291_1#20_00121"
"group_674","","hypothetical protein","34","34","1","1","769","1","1853","","386","995","711","19084_7#73_01692","","","19084_7#77_01243","19084_7#78_01698","19084_7#80_01722","","","19084_7#87_01714","19084_7#88_01711","","","","19084_7#96_01914","","19084_8#46_01831","","","19084_8#109_01075","19084_8#110_01181","","19084_8#113_01831","","","","11658_2#46_01284","11679_1#63_01079","","11658_2#39_01002","","","","","","","","","","11658_2#28_01779","","","11511_8#71_00817","","11511_8#72_01790","","11658_2#24_01482","","","","","11657_4#83_00770","11658_2#19_01097","11657_4#85_00920","","","11658_2#12_00745","","","11657_8#46_01318","11511_8#81_01695","","","","","11658_2#5_01593","","","11658_8#11_01115","11658_2#4_01180","","","","","","11511_8#93_01594","","","12291_1#1_01710","","12291_1#4_01096","","12291_1#7_00292","","12291_1#12_01079","12291_1#13_01230","12291_1#20_01979"
"group_712","","transposase, ISSmi4","34","34","1","1","3970","1","379","","236","287","237","","19084_7#74_00678","19084_7#75_02071","","","","19084_7#85_00003","","","","19084_7#89_02134","19084_7#93_02134","19084_7#95_00878","","","","","","","","19084_8#111_00681","19084_8#113_00676","11657_8#36_01997","11657_8#39_02044","11679_1#60_00506","11658_2#46_01107","","","","11511_8#64_02092","","","11658_2#37_01472","","11657_8#42_00186","","11511_8#69_00667","11679_1#70_00801","","11657_4#76_01645","","","11657_4#77_01775","","11657_4#78_02102","","11822_8#80_02038","11679_1#73_02078","","11679_1#75_01761","","","","11679_1#79_02039","11657_4#86_02130","","","11679_1#82_02028","","","11893_8#29_02097","","11658_8#9_00583","","11658_2#5_00446","","11657_8#52_01362","","","","","","","11511_8#92_02039","","","","","12291_1#2_02021","","","","","","12291_1#13_00932","12291_1#20_00212"
"group_851","cglB","competence protein","34","34","1","1","1303","1","1046","","530","1016","908","19084_7#73_01811","","19084_7#75_01712","19084_7#77_01775","19084_7#78_01900","","","","19084_7#87_01788","19084_7#88_01785","19084_7#89_01823","19084_7#93_01861","","","","19084_8#46_01293","19084_8#106_02106","","19084_8#109_01721","19084_8#110_01846","","","11657_8#36_01617","11657_8#39_00336","","","","","","11511_8#64_01618","","","","","","","","","","","","","11657_4#77_01632","","11657_4#78_01850","11658_2#24_00466","11822_8#80_01195","11679_1#73_00338","","11679_1#75_00923","","11658_2#19_00739","","11679_1#79_01265","11657_4#86_01634","","11658_2#11_01746","11679_1#82_01725","","","","","","","","","11657_8#52_01601","","11658_2#4_01447","","","","","","11511_8#93_01876","11657_4#95_00730","","12291_1#1_00535","","12291_1#4_01510","","12291_1#7_01429","","12291_1#12_01672","",""
"group_86","","transposase","34","34","1","1","2259","1","4","","236","620","380","19084_7#73_01257","","","19084_7#77_00497","19084_7#78_01166","19084_7#80_01421","19084_7#85_01255","","19084_7#87_01109","19084_7#88_01012","","","","","","19084_8#46_01659","19084_8#106_01306","","19084_8#109_00177","19084_8#110_00386","","19084_8#113_01278","","","","11658_2#46_01170","","","","","","11658_2#38_01921","","11511_8#67_00161","","11658_2#33_01022","","","11658_2#28_00283","","11658_2#27_00809","","","11511_8#72_01058","","","","","11658_2#23_00227","","11657_4#83_00037","","11657_4#85_00168","","11657_4#86_00165","11658_2#12_01467","11658_2#11_01145","","","","","","","","","11679_1#93_01841","","11658_8#11_01884","","","11679_1#94_00276","","","","11511_8#93_00923","","13154_2#34_00781","","","","","","12838_1#61_00460","12291_1#12_00307","12291_1#13_01151","12291_1#20_01726"
"group_1033","artM_2","amino acid ABC transporter ATP-binding protein","33","33","1","1","4091","7","13","","263","758","579","","19084_7#74_00773","","","","","","19084_7#86_00285","","","","","19084_7#95_00972","19084_7#96_00750","","","","","","","","","","","11679_1#60_00411","","","11658_2#44_00097","11658_2#39_00213","","","11658_2#38_01280","","","11657_8#42_00278","","11511_8#69_01678","11679_1#70_00895","11658_2#28_00906","","11658_2#27_01855","11511_8#71_00899","","11511_8#72_00760","","","","","11658_2#23_00173","","11657_4#83_00311","","11657_4#85_00623","","","11658_2#12_00519","11658_2#11_00865","","","11511_8#81_00950","","11679_1#89_01169","11658_8#9_00675","11657_4#90_00556","","11679_1#93_00302","","11658_8#11_00196","","11511_8#89_00752","","11679_1#95_01648","","","11511_8#93_00304","","","12291_1#1_00926","","","","","12838_1#61_00684","","12291_1#13_00826","12291_1#20_00116"
"ald-truncation","","alanine dehydrogenase","33","33","1","1","3744","1","497","","263","425","341","19084_7#73_01125","19084_7#74_01617","19084_7#75_01856","19084_7#77_01692","19084_7#78_01257","","","","19084_7#87_00048","19084_7#88_00048","19084_7#89_02036","19084_7#93_01993","","","","19084_8#46_00160","","","19084_8#109_01233","19084_8#110_01331","","","11657_8#36_00555","11657_8#39_01733","","","","","","11511_8#64_01883","","","","","","","","","","11657_4#76_01716","","","11657_4#77_00925","","11657_4#78_00559","11658_2#24_00993","11822_8#80_01835","11679_1#73_01379","11658_2#23_00557","11679_1#75_02150","","11658_2#19_01494","","11679_1#79_01884","11657_4#86_01729","","","11679_1#82_01927","","","","","","","","","11657_8#52_01909","","11658_2#4_00453","","","","","11511_8#92_01902","","11657_4#95_01406","","","","12291_1#4_01382","","12291_1#7_01196","","","",""
"group_1157","","permease of the major facilitator superfamily","33","33","1","1","1517","1","2762","","521","1178","720","","","19084_7#75_00976","19084_7#77_01097","","","","","","","19084_7#89_00878","19084_7#93_01097","","","","","","","","","","","11657_8#36_00907","11657_8#39_00467","","11658_2#46_00185","","","11658_2#39_00504","11511_8#64_00909","","11658_2#38_00229","","","","11658_2#33_00409","","","11658_2#28_01395","11657_4#76_01113","","11511_8#71_01196","11657_4#77_01025","11511_8#72_01639","","","11822_8#80_01119","11679_1#73_00469","","","11657_4#83_00357","11658_2#19_00783","","11679_1#79_01193","11657_4#86_00594","11658_2#12_01218","","11679_1#82_01052","11657_8#46_00843","","","","","11657_4#90_01103","","","11657_8#52_00856","","","","","","","11511_8#92_00932","11511_8#93_00859","11657_4#95_01473","","12291_1#1_00641","","12291_1#4_00788","","","","12291_1#12_00750","",""
