"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_NP_0007","GPS_NP_0011","GPS_NP_0012","GPS_NP_0014","GPS_NP_0022","GPS_NP_0032","GPS_NP_0034","GPS_NP_0045","GPS_NP_0055","GPS_NP_0064","GPS_NP_1068","GPS_NP_1179","GPS_NP_1229","GPS_NP_1248","GPS_NP_1253","GPS_NP_1362","GPS_NP_1367","GPS_NP_1378","GPS_NP_1381","GPS_NP_2025","GPS_NP_2111","GPS_NP_2394","GPS_NP_2454","GPS_NP_2513","GPS_NP_2560","GPS_NP_4001","GPS_NP_4027","GPS_NP_4038","GPS_NP_4057","GPS_NP_4071","GPS_NP_4073","GPS_NP_4109","GPS_NP_4122","GPS_NP_4137","GPS_NP_4141","GPS_NP_4161","GPS_NP_4176","GPS_NP_4179","GPS_NP_6036","GPS_NP_6094","GPS_NP_6181","GPS_NP_6305","GPS_NP_6396","GPS_NP_6555","GPS_NP_6623","GPS_NP_6701","GPS_NP_6741","GPS_NP_6855","GPS_NP_6976","GPS_NP_8017","GPS_NP_8019","GPS_NP_8024","GPS_NP_8036","GPS_NP_8042","GPS_NP_8052","GPS_NP_8081","GPS_NP_8088","GPS_NP_8101","GPS_NP_8104","GPS_NP_8105","GPS_NP_8108","GPS_NP_8113","GPS_NP_8142","GPS_NP_8146","GPS_NP_8167","GPS_NP_8174","GPS_NP_8178","GPS_NP_8182","GPS_NP_8185","GPS_NP_8190","GPS_NP_8224","GPS_NP_8227","GPS_NP_8230","GPS_NP_8235","GPS_NP_8244","GPS_NP_8265","GPS_NP_8274","GPS_NP_8278","GPS_NP_9018","GPS_NP_9025","GPS_NP_9027","GPS_NP_9038","GPS_NP_9044","GPS_NP_9062","GPS_NP_9067","GPS_NP_9073","GPS_NP_9080","GPS_NP_9087","GPS_NP_9094","GPS_NP_9095","GPS_NP_9121","GPS_NP_9135","GPS_NP_9141","GPS_NP_9149","GPS_NP_9151","GPS_NP_9153","GPS_NP_9154","GPS_NP_9157","GPS_NP_9161","GPS_NP_9170"
"cshA_2","","ATP-dependent RNA helicase","100","100","1","1","4713","","","","1082","1082","1082","16288_3#7_00124","17138_5#50_00575","16288_7#10_01388","16288_7#12_00093","16288_7#20_00709","16288_3#12_00104","16288_3#14_00955","16288_8#60_01879","16288_3#34_00111","16288_3#43_00263","17138_5#56_00093","16288_7#55_01676","16288_7#74_00122","16288_7#82_02097","16288_7#83_01927","16288_8#40_00101","16288_8#44_00136","16288_8#47_00165","16288_8#50_02125","16288_3#71_00397","16288_3#81_01910","16288_3#54_01211","16288_4#43_00204","16288_4#49_00026","16288_4#52_00024","16288_4#59_01463","16288_4#69_00704","16288_4#73_01328","16288_4#83_01739","16288_5#5_00156","16288_5#46_00986","16288_5#19_00466","16288_5#23_00534","16288_5#31_00896","16288_5#33_01526","16288_5#40_00692","16288_5#44_01552","16288_5#45_00465","16288_5#54_00541","16288_5#60_00264","16288_5#75_01209","17138_5#13_01490","16288_6#15_01110","16288_6#30_01860","17138_5#31_01778","16288_6#49_00381","17138_5#34_00504","16288_6#73_01636","16288_8#64_01142","28832_1#91_01214","28832_1#9_01121","28832_1#113_01231","28832_1#125_02132","28832_1#324_01750","28832_1#160_01839","28832_1#245_00444","28832_1#116_01009","28832_1#145_00723","28832_1#229_00439","28832_1#253_00790","28832_1#340_00787","29102_1#74_00353","28832_1#265_01684","29102_1#189_01374","29102_1#200_01079","29102_1#43_01361","29102_1#185_01886","29102_1#270_01782","29102_1#14_01142","29102_1#144_00255","29102_1#133_00049","29102_1#217_00697","29102_1#290_01295","29102_1#108_00750","29102_1#320_00889","29102_1#183_01212","29102_1#125_01675","29102_1#186_00654","28832_1#134_01249","28832_1#278_01443","29102_1#101_01006","29102_1#97_00049","29102_1#41_01413","28832_1#223_00781","29102_1#213_00933","28832_1#189_00100","29102_1#71_01244","29102_1#57_01548","29102_1#230_02218","29102_1#209_00328","29102_1#227_01449","29102_1#33_00551","28832_1#280_00841","28832_1#162_00423","28832_1#332_01150","28832_1#273_00077","29102_1#167_01301","29102_1#90_01639","28832_1#157_01691","29102_1#54_00545"
"malM","","4-alpha-glucanotransferase (amylomaltase)","100","100","1","1","3788","","","","1517","1517","1517","16288_3#7_01782","17138_5#50_01646","16288_7#10_01577","16288_7#12_01109","16288_7#20_01813","16288_3#12_00443","16288_3#14_00364","16288_8#60_00854","16288_3#34_01081","16288_3#43_00552","17138_5#56_00648","16288_7#55_00026","16288_7#74_01512","16288_7#82_00272","16288_7#83_01698","16288_8#40_01974","16288_8#44_00513","16288_8#47_01783","16288_8#50_00347","16288_3#71_01661","16288_3#81_00739","16288_3#54_00716","16288_4#43_00357","16288_4#49_01074","16288_4#52_01209","16288_4#59_01432","16288_4#69_01363","16288_4#73_01557","16288_4#83_01122","16288_5#5_01669","16288_5#46_01293","16288_5#19_01345","16288_5#23_01543","16288_5#31_01496","16288_5#33_01426","16288_5#40_01489","16288_5#44_00572","16288_5#45_01399","16288_5#54_00171","16288_5#60_01500","16288_5#75_00113","17138_5#13_00710","16288_6#15_01523","16288_6#30_00232","17138_5#31_02124","16288_6#49_01802","17138_5#34_01353","16288_6#73_01443","16288_8#64_00358","28832_1#91_01896","28832_1#9_01669","28832_1#113_00039","28832_1#125_00466","28832_1#324_01441","28832_1#160_00564","28832_1#245_00766","28832_1#116_01754","28832_1#145_02108","28832_1#229_00990","28832_1#253_01896","28832_1#340_01838","29102_1#74_01154","28832_1#265_01329","29102_1#189_00783","29102_1#200_01117","29102_1#43_01115","29102_1#185_01813","29102_1#270_01113","29102_1#14_00037","29102_1#144_01531","29102_1#133_01566","29102_1#217_01478","29102_1#290_00778","29102_1#108_01244","29102_1#320_01583","29102_1#183_01483","29102_1#125_00990","29102_1#186_01324","28832_1#134_01878","28832_1#278_00259","29102_1#101_01445","29102_1#97_01979","29102_1#41_00976","28832_1#223_01207","29102_1#213_00688","28832_1#189_00915","29102_1#71_01019","29102_1#57_00518","29102_1#230_01206","29102_1#209_01166","29102_1#227_01710","29102_1#33_01153","28832_1#280_01184","28832_1#162_01906","28832_1#332_01986","28832_1#273_01380","29102_1#167_00531","29102_1#90_00761","28832_1#157_01829","29102_1#54_01225"
"pbuO","","xanthine/uracil permease family protein","100","100","1","1","6440","","","","1418","1418","1418","16288_3#7_01459","17138_5#50_00875","16288_7#10_00591","16288_7#12_00404","16288_7#20_00861","16288_3#12_00266","16288_3#14_00310","16288_8#60_00140","16288_3#34_00645","16288_3#43_00064","17138_5#56_01930","16288_7#55_01286","16288_7#74_00372","16288_7#82_00411","16288_7#83_00184","16288_8#40_00544","16288_8#44_01658","16288_8#47_00460","16288_8#50_01271","16288_3#71_01380","16288_3#81_00528","16288_3#54_00450","16288_4#43_00132","16288_4#49_00280","16288_4#52_00531","16288_4#59_00676","16288_4#69_00017","16288_4#73_00754","16288_4#83_00139","16288_5#5_00378","16288_5#46_00493","16288_5#19_00067","16288_5#23_00424","16288_5#31_00518","16288_5#33_00564","16288_5#40_00484","16288_5#44_00494","16288_5#45_00103","16288_5#54_00388","16288_5#60_00118","16288_5#75_00973","17138_5#13_01000","16288_6#15_00058","16288_6#30_00010","17138_5#31_00682","16288_6#49_00186","17138_5#34_00813","16288_6#73_00367","16288_8#64_00323","28832_1#91_01479","28832_1#9_00480","28832_1#113_00244","28832_1#125_00206","28832_1#324_00166","28832_1#160_00018","28832_1#245_02172","28832_1#116_02108","28832_1#145_00892","28832_1#229_02106","28832_1#253_01384","28832_1#340_01046","29102_1#74_00867","28832_1#265_00208","29102_1#189_00503","29102_1#200_00579","29102_1#43_00263","29102_1#185_01006","29102_1#270_00400","29102_1#14_02112","29102_1#144_01096","29102_1#133_00604","29102_1#217_01171","29102_1#290_01024","29102_1#108_00918","29102_1#320_00626","29102_1#183_00776","29102_1#125_00741","29102_1#186_01121","28832_1#134_01485","28832_1#278_00389","29102_1#101_01739","29102_1#97_00419","29102_1#41_00907","28832_1#223_00172","29102_1#213_00458","28832_1#189_00516","29102_1#71_00873","29102_1#57_00226","29102_1#230_01631","29102_1#209_00822","29102_1#227_00433","29102_1#33_01099","28832_1#280_02085","28832_1#162_01485","28832_1#332_00663","28832_1#273_00468","29102_1#167_00303","29102_1#90_00530","28832_1#157_00119","29102_1#54_00992"
"bioY2","","biotin synthase","100","100","1","1","5602","","","","536","536","536","16288_3#7_00383","17138_5#50_01309","16288_7#10_01320","16288_7#12_01271","16288_7#20_01228","16288_3#12_01143","16288_3#14_01002","16288_8#60_00629","16288_3#34_00972","16288_3#43_01405","17138_5#56_01255","16288_7#55_00377","16288_7#74_01171","16288_7#82_01748","16288_7#83_00332","16288_8#40_00264","16288_8#44_00805","16288_8#47_00609","16288_8#50_00070","16288_3#71_02009","16288_3#81_01637","16288_3#54_00493","16288_4#43_01964","16288_4#49_00884","16288_4#52_00296","16288_4#59_01118","16288_4#69_01152","16288_4#73_00301","16288_4#83_00476","16288_5#5_01488","16288_5#46_01356","16288_5#19_00722","16288_5#23_01283","16288_5#31_01849","16288_5#33_01163","16288_5#40_01859","16288_5#44_01911","16288_5#45_00487","16288_5#54_01425","16288_5#60_01751","16288_5#75_00331","17138_5#13_00467","16288_6#15_01334","16288_6#30_01315","17138_5#31_00134","16288_6#49_01060","17138_5#34_00702","16288_6#73_01150","16288_8#64_00460","28832_1#91_00528","28832_1#9_00030","28832_1#113_00719","28832_1#125_02040","28832_1#324_01787","28832_1#160_02006","28832_1#245_01226","28832_1#116_00298","28832_1#145_00278","28832_1#229_01581","28832_1#253_01841","28832_1#340_01236","29102_1#74_00942","28832_1#265_01528","29102_1#189_01527","29102_1#200_01941","29102_1#43_00565","29102_1#185_01915","29102_1#270_02141","29102_1#14_01207","29102_1#144_00766","29102_1#133_01374","29102_1#217_00262","29102_1#290_00262","29102_1#108_00382","29102_1#320_00982","29102_1#183_00204","29102_1#125_01840","29102_1#186_00027","28832_1#134_00370","28832_1#278_01593","29102_1#101_00331","29102_1#97_00675","29102_1#41_00631","28832_1#223_01288","29102_1#213_00129","28832_1#189_01498","29102_1#71_00126","29102_1#57_01577","29102_1#230_02048","29102_1#209_02075","29102_1#227_01881","29102_1#33_00102","28832_1#280_00162","28832_1#162_01052","28832_1#332_00184","28832_1#273_01204","29102_1#167_01371","29102_1#90_01220","28832_1#157_00741","29102_1#54_00915"
"cvpA","","CvpA family protein","100","100","1","1","1184","","","","548","548","548","16288_3#7_00589","17138_5#50_00784","16288_7#10_00847","16288_7#12_01655","16288_7#20_00310","16288_3#12_01633","16288_3#14_01810","16288_8#60_00037","16288_3#34_00879","16288_3#43_01190","17138_5#56_00412","16288_7#55_00866","16288_7#74_00887","16288_7#82_00794","16288_7#83_00281","16288_8#40_01600","16288_8#44_01796","16288_8#47_01480","16288_8#50_01182","16288_3#71_01039","16288_3#81_01137","16288_3#54_00348","16288_4#43_00749","16288_4#49_01677","16288_4#52_01530","16288_4#59_01696","16288_4#69_01671","16288_4#73_00673","16288_4#83_00035","16288_5#5_01272","16288_5#46_00048","16288_5#19_01217","16288_5#23_00319","16288_5#31_00423","16288_5#33_01513","16288_5#40_01351","16288_5#44_01000","16288_5#45_01386","16288_5#54_01622","16288_5#60_00023","16288_5#75_01719","17138_5#13_01328","16288_6#15_00586","16288_6#30_00971","17138_5#31_00795","16288_6#49_00545","17138_5#34_00191","16288_6#73_01071","16288_8#64_00711","28832_1#91_01362","28832_1#9_00359","28832_1#113_00147","28832_1#125_00580","28832_1#324_00056","28832_1#160_01138","28832_1#245_01509","28832_1#116_01495","28832_1#145_01977","28832_1#229_00386","28832_1#253_02079","28832_1#340_01685","29102_1#74_00762","28832_1#265_00311","29102_1#189_01076","29102_1#200_00474","29102_1#43_00148","29102_1#185_00908","29102_1#270_00309","29102_1#14_01404","29102_1#144_00999","29102_1#133_00514","29102_1#217_01073","29102_1#290_00926","29102_1#108_00050","29102_1#320_01366","29102_1#183_00871","29102_1#125_00645","29102_1#186_01582","28832_1#134_01668","28832_1#278_00489","29102_1#101_01857","29102_1#97_01526","29102_1#41_01649","28832_1#223_00074","29102_1#213_00399","28832_1#189_00393","29102_1#71_01625","29102_1#57_00137","29102_1#230_00629","29102_1#209_00924","29102_1#227_00316","29102_1#33_00998","28832_1#280_01025","28832_1#162_01389","28832_1#332_00571","28832_1#273_00855","29102_1#167_00200","29102_1#90_01062","28832_1#157_00229","29102_1#54_01726"
"yjbK","","adenylate cyclase","100","100","1","1","2979","","","","569","569","569","16288_3#7_01193","17138_5#50_01098","16288_7#10_02040","16288_7#12_02033","16288_7#20_02131","16288_3#12_01588","16288_3#14_00513","16288_8#60_00976","16288_3#34_02042","16288_3#43_01769","17138_5#56_01390","16288_7#55_01922","16288_7#74_01827","16288_7#82_01659","16288_7#83_00900","16288_8#40_01473","16288_8#44_01629","16288_8#47_02047","16288_8#50_01438","16288_3#71_00832","16288_3#81_01790","16288_3#54_01397","16288_4#43_01216","16288_4#49_01477","16288_4#52_02048","16288_4#59_01189","16288_4#69_01798","16288_4#73_02072","16288_4#83_01062","16288_5#5_01900","16288_5#46_01876","16288_5#19_01531","16288_5#23_01060","16288_5#31_01528","16288_5#33_00514","16288_5#40_02059","16288_5#44_02100","16288_5#45_01562","16288_5#54_01905","16288_5#60_01661","16288_5#75_01859","17138_5#13_01659","16288_6#15_01294","16288_6#30_01849","17138_5#31_01496","16288_6#49_01460","17138_5#34_01529","16288_6#73_01499","16288_8#64_01561","28832_1#91_00210","28832_1#9_01172","28832_1#113_01839","28832_1#125_01535","28832_1#324_01196","28832_1#160_01542","28832_1#245_00359","28832_1#116_02053","28832_1#145_01484","28832_1#229_01499","28832_1#253_01954","28832_1#340_00400","29102_1#74_02034","28832_1#265_01364","29102_1#189_00034","29102_1#200_01836","29102_1#43_01182","29102_1#185_00662","29102_1#270_01318","29102_1#14_01802","29102_1#144_01458","29102_1#133_00355","29102_1#217_01754","29102_1#290_01830","29102_1#108_01327","29102_1#320_00295","29102_1#183_01733","29102_1#125_00270","29102_1#186_02176","28832_1#134_01049","28832_1#278_01692","29102_1#101_00035","29102_1#97_01596","29102_1#41_00375","28832_1#223_01703","29102_1#213_02019","28832_1#189_00721","29102_1#71_00573","29102_1#57_00796","29102_1#230_00866","29102_1#209_01902","29102_1#227_00947","29102_1#33_01313","28832_1#280_01319","28832_1#162_00735","28832_1#332_01590","28832_1#273_00345","29102_1#167_01890","29102_1#90_01377","28832_1#157_00518","29102_1#54_00249"
"hrcA","","heat-inducible transcription repressor","100","100","1","1","6044","","","","1034","1034","1034","16288_3#7_01714","17138_5#50_00382","16288_7#10_00917","16288_7#12_01358","16288_7#20_01937","16288_3#12_01824","16288_3#14_01990","16288_8#60_01785","16288_3#34_01241","16288_3#43_01723","17138_5#56_00503","16288_7#55_01791","16288_7#74_00530","16288_7#82_01597","16288_7#83_00565","16288_8#40_01706","16288_8#44_01927","16288_8#47_01024","16288_8#50_01336","16288_3#71_01990","16288_3#81_01043","16288_3#54_02048","16288_4#43_01021","16288_4#49_01158","16288_4#52_01727","16288_4#59_00966","16288_4#69_01619","16288_4#73_00585","16288_4#83_01650","16288_5#5_00912","16288_5#46_01799","16288_5#19_01132","16288_5#23_01629","16288_5#31_00338","16288_5#33_00222","16288_5#40_01085","16288_5#44_01060","16288_5#45_01301","16288_5#54_01797","16288_5#60_00879","16288_5#75_02007","17138_5#13_01229","16288_6#15_01420","16288_6#30_01385","17138_5#31_00402","16288_6#49_01352","17138_5#34_01471","16288_6#73_01698","16288_8#64_01369","28832_1#91_00759","28832_1#9_00279","28832_1#113_01954","28832_1#125_00680","28832_1#324_01047","28832_1#160_01229","28832_1#245_01598","28832_1#116_01407","28832_1#145_01893","28832_1#229_00302","28832_1#253_00676","28832_1#340_00063","29102_1#74_02074","28832_1#265_00397","29102_1#189_01971","29102_1#200_01337","29102_1#43_00063","29102_1#185_01534","29102_1#270_00221","29102_1#14_00255","29102_1#144_01426","29102_1#133_00922","29102_1#217_00986","29102_1#290_00839","29102_1#108_00144","29102_1#320_02013","29102_1#183_00440","29102_1#125_01201","29102_1#186_01675","28832_1#134_00968","28832_1#278_02110","29102_1#101_00565","29102_1#97_00962","29102_1#41_01273","28832_1#223_01882","29102_1#213_02085","28832_1#189_01342","29102_1#71_00357","29102_1#57_00049","29102_1#230_00539","29102_1#209_01212","29102_1#227_01236","29102_1#33_00913","28832_1#280_00399","28832_1#162_01304","28832_1#332_00485","28832_1#273_00765","29102_1#167_00097","29102_1#90_00914","28832_1#157_02200","29102_1#54_00669"
"shetA","","exfoliative toxin","100","100","1","1","1179","","","","899","902","899","16288_3#7_00584","17138_5#50_00779","16288_7#10_00842","16288_7#12_01650","16288_7#20_00305","16288_3#12_01628","16288_3#14_01815","16288_8#60_00032","16288_3#34_00874","16288_3#43_01185","17138_5#56_00417","16288_7#55_00871","16288_7#74_00882","16288_7#82_00789","16288_7#83_00286","16288_8#40_01605","16288_8#44_01871","16288_8#47_01475","16288_8#50_01177","16288_3#71_01044","16288_3#81_01132","16288_3#54_00343","16288_4#43_00754","16288_4#49_01672","16288_4#52_01525","16288_4#59_01701","16288_4#69_01666","16288_4#73_00668","16288_4#83_00030","16288_5#5_01277","16288_5#46_00043","16288_5#19_01212","16288_5#23_00314","16288_5#31_00418","16288_5#33_01508","16288_5#40_01346","16288_5#44_00995","16288_5#45_01381","16288_5#54_01627","16288_5#60_00018","16288_5#75_01724","17138_5#13_01323","16288_6#15_00581","16288_6#30_00966","17138_5#31_00800","16288_6#49_00540","17138_5#34_00186","16288_6#73_01066","16288_8#64_00716","28832_1#91_01357","28832_1#9_00354","28832_1#113_00142","28832_1#125_00585","28832_1#324_00051","28832_1#160_01143","28832_1#245_01514","28832_1#116_01490","28832_1#145_01972","28832_1#229_00381","28832_1#253_02084","28832_1#340_01680","29102_1#74_00757","28832_1#265_00316","29102_1#189_01081","29102_1#200_00469","29102_1#43_00143","29102_1#185_00903","29102_1#270_00304","29102_1#14_01399","29102_1#144_00994","29102_1#133_00838","29102_1#217_01068","29102_1#290_00921","29102_1#108_00055","29102_1#320_01371","29102_1#183_00876","29102_1#125_00640","29102_1#186_01587","28832_1#134_01673","28832_1#278_00494","29102_1#101_01862","29102_1#97_01521","29102_1#41_01654","28832_1#223_00069","29102_1#213_00394","28832_1#189_00388","29102_1#71_01620","29102_1#57_00132","29102_1#230_00624","29102_1#209_00929","29102_1#227_00311","29102_1#33_00993","28832_1#280_01020","28832_1#162_01384","28832_1#332_00566","28832_1#273_00850","29102_1#167_00195","29102_1#90_01057","28832_1#157_00234","29102_1#54_01731"
"pfs","","5'-methylthioadenosine nucleosidase/S-adenosylhomocysteine nucleosidase","100","100","1","1","2209","","","","692","692","692","16288_3#7_01538","17138_5#50_00998","16288_7#10_01791","16288_7#12_01746","16288_7#20_01516","16288_3#12_01906","16288_3#14_00589","16288_8#60_01992","16288_3#34_00208","16288_3#43_00713","17138_5#56_01527","16288_7#55_01549","16288_7#74_00219","16288_7#82_01192","16288_7#83_01493","16288_8#40_01493","16288_8#44_01745","16288_8#47_01598","16288_8#50_01488","16288_3#71_02116","16288_3#81_01848","16288_3#54_02151","16288_4#43_01251","16288_4#49_01557","16288_4#52_01912","16288_4#59_00497","16288_4#69_01198","16288_4#73_01149","16288_4#83_01979","16288_5#5_00652","16288_5#46_00157","16288_5#19_02111","16288_5#23_01984","16288_5#31_00983","16288_5#33_01950","16288_5#40_01156","16288_5#44_01401","16288_5#45_01891","16288_5#54_00968","16288_5#60_02128","16288_5#75_01381","17138_5#13_00667","16288_6#15_02127","16288_6#30_01000","17138_5#31_01325","16288_6#49_00760","17138_5#34_00925","16288_6#73_01337","16288_8#64_00883","28832_1#91_00329","28832_1#9_01286","28832_1#113_00518","28832_1#125_01550","28832_1#324_02023","28832_1#160_00331","28832_1#245_02099","28832_1#116_00088","28832_1#145_00010","28832_1#229_00886","28832_1#253_01723","28832_1#340_01112","29102_1#74_02159","28832_1#265_02122","29102_1#189_00134","29102_1#200_00440","29102_1#43_01272","29102_1#185_00573","29102_1#270_00677","29102_1#14_01683","29102_1#144_00967","29102_1#133_00459","29102_1#217_00010","29102_1#290_00010","29102_1#108_01824","29102_1#320_01174","29102_1#183_00004","29102_1#125_01457","29102_1#186_01451","28832_1#134_00567","28832_1#278_01711","29102_1#101_00137","29102_1#97_01868","29102_1#41_01898","28832_1#223_01756","29102_1#213_01637","28832_1#189_00783","29102_1#71_01755","29102_1#57_01269","29102_1#230_00758","29102_1#209_01445","29102_1#227_01044","29102_1#33_01475","28832_1#280_02177","28832_1#162_00850","28832_1#332_00452","28832_1#273_01872","29102_1#167_00308","29102_1#90_01475","28832_1#157_01241","29102_1#54_00141"
"pyrF","","orotidine-5-phosphate decarboxylase","100","100","1","1","5508","","","","701","701","701","16288_3#7_01555","17138_5#50_02120","16288_7#10_00233","16288_7#12_00251","16288_7#20_00479","16288_3#12_00915","16288_3#14_00715","16288_8#60_00708","16288_3#34_01705","16288_3#43_00671","17138_5#56_01467","16288_7#55_00457","16288_7#74_01247","16288_7#82_02074","16288_7#83_00409","16288_8#40_00343","16288_8#44_00728","16288_8#47_00530","16288_8#50_00147","16288_3#71_00565","16288_3#81_01308","16288_3#54_00574","16288_4#43_00652","16288_4#49_01924","16288_4#52_00375","16288_4#59_01003","16288_4#69_00954","16288_4#73_00221","16288_4#83_00555","16288_5#5_01000","16288_5#46_01727","16288_5#19_00802","16288_5#23_02080","16288_5#31_00181","16288_5#33_01975","16288_5#40_01400","16288_5#44_00170","16288_5#45_00566","16288_5#54_01041","16288_5#60_00999","16288_5#75_00412","17138_5#13_00386","16288_6#15_01359","16288_6#30_00364","17138_5#31_00227","16288_6#49_00333","17138_5#34_00011","16288_6#73_00191","16288_8#64_00537","28832_1#91_00607","28832_1#9_00108","28832_1#113_00810","28832_1#125_00895","28832_1#324_00919","28832_1#160_01929","28832_1#245_01435","28832_1#116_00378","28832_1#145_00356","28832_1#229_00145","28832_1#253_00507","28832_1#340_00237","29102_1#74_01857","28832_1#265_01790","29102_1#189_01036","29102_1#200_01583","29102_1#43_00655","29102_1#185_01994","29102_1#270_00069","29102_1#14_00875","29102_1#144_00675","29102_1#133_01077","29102_1#217_00342","29102_1#290_00341","29102_1#108_00301","29102_1#320_01060","29102_1#183_00283","29102_1#125_01354","29102_1#186_00107","28832_1#134_00813","28832_1#278_01400","29102_1#101_00410","29102_1#97_00811","29102_1#41_01122","28832_1#223_01445","29102_1#213_00209","28832_1#189_01793","29102_1#71_00206","29102_1#57_01759","29102_1#230_00380","29102_1#209_01365","29102_1#227_01647","29102_1#33_00180","28832_1#280_00244","28832_1#162_01144","28832_1#332_00106","28832_1#273_01283","29102_1#167_01985","29102_1#90_01258","28832_1#157_00931","29102_1#54_00835"
"group_6459","","ribosome-associated protein","100","100","1","1","1659","","","","548","548","548","16288_3#7_00712","17138_5#50_00071","16288_7#10_01185","16288_7#12_00535","16288_7#20_01097","16288_3#12_01038","16288_3#14_02010","16288_8#60_00940","16288_3#34_01592","16288_3#43_01466","17138_5#56_00744","16288_7#55_00130","16288_7#74_01082","16288_7#82_00165","16288_7#83_01193","16288_8#40_00619","16288_8#44_01376","16288_8#47_01159","16288_8#50_01939","16288_3#71_00337","16288_3#81_00624","16288_3#54_01508","16288_4#43_01577","16288_4#49_02085","16288_4#52_00873","16288_4#59_00763","16288_4#69_01315","16288_4#73_01488","16288_4#83_01887","16288_5#5_01451","16288_5#46_01113","16288_5#19_01962","16288_5#23_01729","16288_5#31_01941","16288_5#33_01254","16288_5#40_00380","16288_5#44_00671","16288_5#45_01111","16288_5#54_00080","16288_5#60_00467","16288_5#75_00227","17138_5#13_00802","16288_6#15_01482","16288_6#30_00322","17138_5#31_01854","16288_6#49_01344","17138_5#34_01705","16288_6#73_01798","16288_8#64_00449","28832_1#91_01802","28832_1#9_01764","28832_1#113_01613","28832_1#125_00336","28832_1#324_01538","28832_1#160_00663","28832_1#245_00862","28832_1#116_01662","28832_1#145_01623","28832_1#229_01091","28832_1#253_00738","28832_1#340_00887","29102_1#74_01250","28832_1#265_01227","29102_1#189_00875","29102_1#200_01212","29102_1#43_01016","29102_1#185_01715","29102_1#270_01211","29102_1#14_00151","29102_1#144_01820","29102_1#133_01697","29102_1#217_01795","29102_1#290_00680","29102_1#108_01145","29102_1#320_01500","29102_1#183_01386","29102_1#125_01099","29102_1#186_01225","28832_1#134_01337","28832_1#278_00167","29102_1#101_01351","29102_1#97_01372","29102_1#41_01066","28832_1#223_01099","29102_1#213_00801","28832_1#189_01022","29102_1#71_00929","29102_1#57_00420","29102_1#230_01298","29102_1#209_01066","29102_1#227_01368","29102_1#33_00674","28832_1#280_00420","28832_1#162_01816","28832_1#332_01744","28832_1#273_01999","29102_1#167_01571","29102_1#90_00859","28832_1#157_01448","29102_1#54_01319"
