ReportingArea,MMWRYear,MMWRWeek,IPD_all,IPD_u5,IPD_o5,School,sub_region_1,mmwr_week,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
U.S. VIRGIN ISLANDS,2021,24,,,,,,,,,,,,
US RESIDENTS,2021,24,66,,,,,,,,,,,
US TERRITORIES,2021,24,,,,,,,,,,,,
UTAH,2021,24,,,,,,,,,,,,
VERMONT,2021,24,,,,,,,,,,,,
VIRGINIA,2021,24,,,,,,,,,,,,
WASHINGTON,2021,24,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,24,2,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,24,12,,,,,,,,,,,
WEST VIRGINIA,2021,24,,,,,,,,,,,,
WISCONSIN,2021,24,,,,,,,,,,,,
WYOMING,2021,24,,,,,,,,,,,,
ALABAMA,2021,25,1,,,,,,,,,,,
ALASKA,2021,25,2,,,,,,,,,,,
AMERICAN SAMOA,2021,25,,,,,,,,,,,,
ARIZONA,2021,25,6,,,,,,,,,,,
ARKANSAS,2021,25,1,,,,,,,,,,,
CALIFORNIA,2021,25,,,,,,,,,,,,
COLORADO,2021,25,,,,,,,,,,,,
CONNECTICUT,2021,25,,,,,,,,,,,,
DELAWARE,2021,25,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,25,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,25,15,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,25,4,,,,,,,,,,,
FLORIDA,2021,25,9,,,,,,,,,,,
GEORGIA,2021,25,2,,,,,,,,,,,
GUAM,2021,25,,,,,,,,,,,,
HAWAII,2021,25,,,,,,,,,,,,
IDAHO,2021,25,,,,,,,,,,,,
ILLINOIS,2021,25,,,,,,,,,,,,
INDIANA,2021,25,,,,,,,,,,,,
IOWA,2021,25,,,,,,,,,,,,
KANSAS,2021,25,,,,,,,,,,,,
KENTUCKY,2021,25,,,,,,,,,,,,
LOUISIANA,2021,25,1,,,,,,,,,,,
MAINE,2021,25,,,,,,,,,,,,
MARYLAND,2021,25,3,,,,,,,,,,,
MASSACHUSETTS,2021,25,,,,,,,,,,,,
MICHIGAN,2021,25,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,25,6,,,,,,,,,,,
MINNESOTA,2021,25,,,,,,,,,,,,
MISSISSIPPI,2021,25,3,,,,,,,,,,,
MISSOURI,2021,25,,,,,,,,,,,,
MONTANA,2021,25,1,,,,,,,,,,,
MOUNTAIN,2021,25,7,,,,,,,,,,,
NEBRASKA,2021,25,1,,,,,,,,,,,
NEVADA,2021,25,,,,,,,,,,,,
NEW ENGLAND,2021,25,,,,,,,,,,,,
NEW HAMPSHIRE,2021,25,,,,,,,,,,,,
NEW JERSEY,2021,25,1,,,,,,,,,,,
NEW MEXICO,2021,25,,,,,,,,,,,,
NEW YORK,2021,25,2,,,,,,,,,,,
NEW YORK CITY,2021,25,3,,,,,,,,,,,
NON-US RESIDENTS,2021,25,,,,,,,,,,,,
NORTH CAROLINA,2021,25,,,,,,,,,,,,
NORTH DAKOTA,2021,25,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,25,,,,,,,,,,,,
OHIO,2021,25,13,,,,,,,,,,,
OKLAHOMA,2021,25,,,,,,,,,,,,
OREGON,2021,25,,,,,,,,,,,,
PACIFIC,2021,25,2,,,,,,,,,,,
PENNSYLVANIA,2021,25,,,,,,,,,,,,
PUERTO RICO,2021,25,,,,,,,,,,,,
RHODE ISLAND,2021,25,,,,,,,,,,,,
SOUTH ATLANTIC,2021,25,14,,,,,,,,,,,
SOUTH CAROLINA,2021,25,,,,,,,,,,,,
SOUTH DAKOTA,2021,25,,,,,,,,,,,,
TENNESSEE,2021,25,,,,,,,,,,,,
TEXAS,2021,25,8,,,,,,,,,,,
TOTAL,2021,25,59,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,25,,,,,,,,,,,,
US RESIDENTS,2021,25,59,,,,,,,,,,,
US TERRITORIES,2021,25,,,,,,,,,,,,
UTAH,2021,25,,,,,,,,,,,,
VERMONT,2021,25,,,,,,,,,,,,
VIRGINIA,2021,25,,,,,,,,,,,,
WASHINGTON,2021,25,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,25,1,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,25,10,,,,,,,,,,,
WEST VIRGINIA,2021,25,,,,,,,,,,,,
WISCONSIN,2021,25,2,,,,,,,,,,,
WYOMING,2021,25,,,,,,,,,,,,
ALABAMA,2021,26,,,,,,,,,,,,
ALASKA,2021,26,2,,,,,,,,,,,
AMERICAN SAMOA,2021,26,,,,,,,,,,,,
ARIZONA,2021,26,10,,,,,,,,,,,
ARKANSAS,2021,26,1,,,,,,,,,,,
CALIFORNIA,2021,26,,,,,,,,,,,,
COLORADO,2021,26,,,,,,,,,,,,
CONNECTICUT,2021,26,,,,,,,,,,,,
DELAWARE,2021,26,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,26,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,26,1,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,26,,,,,,,,,,,,
FLORIDA,2021,26,13,,,,,,,,,,,
GEORGIA,2021,26,6,,,,,,,,,,,
GUAM,2021,26,,,,,,,,,,,,
HAWAII,2021,26,,,,,,,,,,,,
IDAHO,2021,26,,,,,,,,,,,,
ILLINOIS,2021,26,,,,,,,,,,,,
INDIANA,2021,26,,,,,,,,,,,,
IOWA,2021,26,,,,,,,,,,,,
KANSAS,2021,26,,,,,,,,,,,,
KENTUCKY,2021,26,,,,,,,,,,,,
LOUISIANA,2021,26,,,,,,,,,,,,
MAINE,2021,26,,,,,,,,,,,,
MARYLAND,2021,26,2,,,,,,,,,,,
MASSACHUSETTS,2021,26,,,,,,,,,,,,
MICHIGAN,2021,26,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,26,10,,,,,,,,,,,
MINNESOTA,2021,26,,,,,,,,,,,,
MISSISSIPPI,2021,26,,,,,,,,,,,,
MISSOURI,2021,26,,,,,,,,,,,,
MONTANA,2021,26,1,,,,,,,,,,,
MOUNTAIN,2021,26,12,,,,,,,,,,,
NEBRASKA,2021,26,,,,,,,,,,,,
NEVADA,2021,26,,,,,,,,,,,,
NEW ENGLAND,2021,26,,,,,,,,,,,,
NEW HAMPSHIRE,2021,26,,,,,,,,,,,,
NEW JERSEY,2021,26,2,,,,,,,,,,,
NEW MEXICO,2021,26,1,,,,,,,,,,,
NEW YORK,2021,26,,,,,,,,,,,,
NEW YORK CITY,2021,26,8,,,,,,,,,,,
NON-US RESIDENTS,2021,26,,,,,,,,,,,,
NORTH CAROLINA,2021,26,,,,,,,,,,,,
NORTH DAKOTA,2021,26,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,26,,,,,,,,,,,,
OHIO,2021,26,,,,,,,,,,,,
OKLAHOMA,2021,26,,,,,,,,,,,,
OREGON,2021,26,,,,,,,,,,,,
PACIFIC,2021,26,2,,,,,,,,,,,
PENNSYLVANIA,2021,26,,,,,,,,,,,,
PUERTO RICO,2021,26,,,,,,,,,,,,
RHODE ISLAND,2021,26,,,,,,,,,,,,
SOUTH ATLANTIC,2021,26,21,,,,,,,,,,,
SOUTH CAROLINA,2021,26,,,,,,,,,,,,
SOUTH DAKOTA,2021,26,,,,,,,,,,,,
TENNESSEE,2021,26,,,,,,,,,,,,
TEXAS,2021,26,6,,,,,,,,,,,
TOTAL,2021,26,53,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,26,,,,,,,,,,,,
US RESIDENTS,2021,26,53,,,,,,,,,,,
US TERRITORIES,2021,26,,,,,,,,,,,,
UTAH,2021,26,,,,,,,,,,,,
VERMONT,2021,26,,,,,,,,,,,,
VIRGINIA,2021,26,,,,,,,,,,,,
WASHINGTON,2021,26,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,26,,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,26,7,,,,,,,,,,,
WEST VIRGINIA,2021,26,,,,,,,,,,,,
WISCONSIN,2021,26,1,,,,,,,,,,,
WYOMING,2021,26,,,,,,,,,,,,
ALABAMA,2021,27,1,,,,,,,,,,,
ALASKA,2021,27,1,,,,,,,,,,,
AMERICAN SAMOA,2021,27,,,,,,,,,,,,
ARIZONA,2021,27,4,,,,,,,,,,,
ARKANSAS,2021,27,,,,,,,,,,,,
CALIFORNIA,2021,27,,,,,,,,,,,,
COLORADO,2021,27,,,,,,,,,,,,
CONNECTICUT,2021,27,,,,,,,,,,,,
DELAWARE,2021,27,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,27,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,27,3,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,27,15,,,,,,,,,,,
FLORIDA,2021,27,14,,,,,,,,,,,
GEORGIA,2021,27,1,,,,,,,,,,,
GUAM,2021,27,,,,,,,,,,,,
HAWAII,2021,27,,,,,,,,,,,,
IDAHO,2021,27,,,,,,,,,,,,
ILLINOIS,2021,27,,,,,,,,,,,,
INDIANA,2021,27,,,,,,,,,,,,
IOWA,2021,27,,,,,,,,,,,,
KANSAS,2021,27,,,,,,,,,,,,
KENTUCKY,2021,27,,,,,,,,,,,,
LOUISIANA,2021,27,,,,,,,,,,,,
MAINE,2021,27,1,,,,,,,,,,,
MARYLAND,2021,27,4,,,,,,,,,,,
MASSACHUSETTS,2021,27,,,,,,,,,,,,
MICHIGAN,2021,27,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,27,12,,,,,,,,,,,
MINNESOTA,2021,27,,,,,,,,,,,,
MISSISSIPPI,2021,27,3,,,,,,,,,,,
MISSOURI,2021,27,,,,,,,,,,,,
MONTANA,2021,27,1,,,,,,,,,,,
MOUNTAIN,2021,27,7,,,,,,,,,,,
NEBRASKA,2021,27,,,,,,,,,,,,
NEVADA,2021,27,,,,,,,,,,,,
NEW ENGLAND,2021,27,2,,,,,,,,,,,
NEW HAMPSHIRE,2021,27,1,,,,,,,,,,,
NEW JERSEY,2021,27,1,,,,,,,,,,,
NEW MEXICO,2021,27,2,,,,,,,,,,,
NEW YORK,2021,27,2,,,,,,,,,,,
NEW YORK CITY,2021,27,9,,,,,,,,,,,
NON-US RESIDENTS,2021,27,,,,,,,,,,,,
NORTH CAROLINA,2021,27,,,,,,,,,,,,
NORTH DAKOTA,2021,27,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,27,,,,,,,,,,,,
OHIO,2021,27,,,,,,,,,,,,
OKLAHOMA,2021,27,,,,,,,,,,,,
OREGON,2021,27,,,,,,,,,,,,
PACIFIC,2021,27,1,,,,,,,,,,,
PENNSYLVANIA,2021,27,,,,,,,,,,,,
PUERTO RICO,2021,27,,,,,,,,,,,,
RHODE ISLAND,2021,27,,,,,,,,,,,,
SOUTH ATLANTIC,2021,27,19,,,,,,,,,,,
SOUTH CAROLINA,2021,27,,,,,,,,,,,,
SOUTH DAKOTA,2021,27,,,,,,,,,,,,
TENNESSEE,2021,27,11,,,,,,,,,,,
TEXAS,2021,27,8,,,,,,,,,,,
TOTAL,2021,27,67,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,27,,,,,,,,,,,,
US RESIDENTS,2021,27,67,,,,,,,,,,,
US TERRITORIES,2021,27,,,,,,,,,,,,
UTAH,2021,27,,,,,,,,,,,,
VERMONT,2021,27,,,,,,,,,,,,
VIRGINIA,2021,27,,,,,,,,,,,,
WASHINGTON,2021,27,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,27,,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,27,8,,,,,,,,,,,
WEST VIRGINIA,2021,27,,,,,,,,,,,,
WISCONSIN,2021,27,3,,,,,,,,,,,
WYOMING,2021,27,,,,,,,,,,,,
ALABAMA,2021,28,1,,,,,,,,,,,
ALASKA,2021,28,5,,,,,,,,,,,
AMERICAN SAMOA,2021,28,,,,,,,,,,,,
ARIZONA,2021,28,7,,,,,,,,,,,
ARKANSAS,2021,28,3,,,,,,,,,,,
CALIFORNIA,2021,28,,,,,,,,,,,,
COLORADO,2021,28,,,,,,,,,,,,
CONNECTICUT,2021,28,,,,,,,,,,,,
DELAWARE,2021,28,1,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,28,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,28,,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,28,3,,,,,,,,,,,
FLORIDA,2021,28,13,,,,,,,,,,,
GEORGIA,2021,28,1,,,,,,,,,,,
GUAM,2021,28,,,,,,,,,,,,
HAWAII,2021,28,,,,,,,,,,,,
IDAHO,2021,28,,,,,,,,,,,,
ILLINOIS,2021,28,,,,,,,,,,,,
INDIANA,2021,28,,,,,,,,,,,,
IOWA,2021,28,,,,,,,,,,,,
KANSAS,2021,28,,,,,,,,,,,,
KENTUCKY,2021,28,2,,,,,,,,,,,
LOUISIANA,2021,28,,,,,,,,,,,,
MAINE,2021,28,,,,,,,,,,,,
MARYLAND,2021,28,6,,,,,,,,,,,
MASSACHUSETTS,2021,28,,,,,,,,,,,,
MICHIGAN,2021,28,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,28,5,,,,,,,,,,,
MINNESOTA,2021,28,,,,,,,,,,,,
MISSISSIPPI,2021,28,,,,,,,,,,,,
MISSOURI,2021,28,,,,,,,,,,,,
MONTANA,2021,28,,,,,,,,,,,,
MOUNTAIN,2021,28,12,,,,,,,,,,,
NEBRASKA,2021,28,2,,,,,,,,,,,
NEVADA,2021,28,,,,,,,,,,,,
NEW ENGLAND,2021,28,,,,,,,,,,,,
NEW HAMPSHIRE,2021,28,,,,,,,,,,,,
NEW JERSEY,2021,28,3,,,,,,,,,,,
NEW MEXICO,2021,28,2,,,,,,,,,,,
NEW YORK,2021,28,,,,,,,,,,,,
NEW YORK CITY,2021,28,2,,,,,,,,,,,
NON-US RESIDENTS,2021,28,,,,,,,,,,,,
NORTH CAROLINA,2021,28,,,,,,,,,,,,
NORTH DAKOTA,2021,28,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,28,,,,,,,,,,,,
OHIO,2021,28,,,,,,,,,,,,
OKLAHOMA,2021,28,,,,,,,,,,,,
OREGON,2021,28,,,,,,,,,,,,
PACIFIC,2021,28,5,,,,,,,,,,,
PENNSYLVANIA,2021,28,,,,,,,,,,,,
PUERTO RICO,2021,28,,,,,,,,,,,,
RHODE ISLAND,2021,28,,,,,,,,,,,,
SOUTH ATLANTIC,2021,28,21,,,,,,,,,,,
SOUTH CAROLINA,2021,28,,,,,,,,,,,,
SOUTH DAKOTA,2021,28,,,,,,,,,,,,
TENNESSEE,2021,28,,,,,,,,,,,,
TEXAS,2021,28,6,,,,,,,,,,,
TOTAL,2021,28,57,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,28,,,,,,,,,,,,
US RESIDENTS,2021,28,57,,,,,,,,,,,
US TERRITORIES,2021,28,,,,,,,,,,,,
UTAH,2021,28,3,,,,,,,,,,,
VERMONT,2021,28,,,,,,,,,,,,
VIRGINIA,2021,28,,,,,,,,,,,,
WASHINGTON,2021,28,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,28,2,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,28,9,,,,,,,,,,,
WEST VIRGINIA,2021,28,,,,,,,,,,,,
WISCONSIN,2021,28,,,,,,,,,,,,
WYOMING,2021,28,,,,,,,,,,,,
ALABAMA,2021,29,6,,,,,,,,,,,
ALASKA,2021,29,4,,,,,,,,,,,
AMERICAN SAMOA,2021,29,,,,,,,,,,,,
ARIZONA,2021,29,8,,,,,,,,,,,
ARKANSAS,2021,29,2,,,,,,,,,,,
CALIFORNIA,2021,29,,,,,,,,,,,,
COLORADO,2021,29,,,,,,,,,,,,
CONNECTICUT,2021,29,,,,,,,,,,,,
DELAWARE,2021,29,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,29,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,29,3,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,29,10,,,,,,,,,,,
FLORIDA,2021,29,16,,,,,,,,,,,
GEORGIA,2021,29,3,,,,,,,,,,,
GUAM,2021,29,,,,,,,,,,,,
HAWAII,2021,29,,,,,,,,,,,,
IDAHO,2021,29,,,,,,,,,,,,
ILLINOIS,2021,29,,,,,,,,,,,,
INDIANA,2021,29,,,,,,,,,,,,
IOWA,2021,29,,,,,,,,,,,,
KANSAS,2021,29,,,,,,,,,,,,
KENTUCKY,2021,29,1,,,,,,,,,,,
LOUISIANA,2021,29,,,,,,,,,,,,
MAINE,2021,29,,,,,,,,,,,,
MARYLAND,2021,29,5,,,,,,,,,,,
MASSACHUSETTS,2021,29,,,,,,,,,,,,
MICHIGAN,2021,29,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,29,11,,,,,,,,,,,
MINNESOTA,2021,29,,,,,,,,,,,,
MISSISSIPPI,2021,29,,,,,,,,,,,,
MISSOURI,2021,29,,,,,,,,,,,,
MONTANA,2021,29,,,,,,,,,,,,
MOUNTAIN,2021,29,10,,,,,,,,,,,
NEBRASKA,2021,29,4,,,,,,,,,,,
NEVADA,2021,29,,,,,,,,,,,,
NEW ENGLAND,2021,29,,,,,,,,,,,,
NEW HAMPSHIRE,2021,29,,,,,,,,,,,,
NEW JERSEY,2021,29,3,,,,,,,,,,,
NEW MEXICO,2021,29,2,,,,,,,,,,,
NEW YORK,2021,29,8,,,,,,,,,,,
NEW YORK CITY,2021,29,,,,,,,,,,,,
NON-US RESIDENTS,2021,29,,,,,,,,,,,,
NORTH CAROLINA,2021,29,,,,,,,,,,,,
NORTH DAKOTA,2021,29,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,29,,,,,,,,,,,,
OHIO,2021,29,,,,,,,,,,,,
OKLAHOMA,2021,29,,,,,,,,,,,,
OREGON,2021,29,,,,,,,,,,,,
PACIFIC,2021,29,4,,,,,,,,,,,
PENNSYLVANIA,2021,29,,,,,,,,,,,,
PUERTO RICO,2021,29,,,,,,,,,,,,
RHODE ISLAND,2021,29,,,,,,,,,,,,
SOUTH ATLANTIC,2021,29,24,,,,,,,,,,,
SOUTH CAROLINA,2021,29,,,,,,,,,,,,
SOUTH DAKOTA,2021,29,,,,,,,,,,,,
TENNESSEE,2021,29,3,,,,,,,,,,,
TEXAS,2021,29,3,,,,,,,,,,,
TOTAL,2021,29,71,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,29,,,,,,,,,,,,
US RESIDENTS,2021,29,71,,,,,,,,,,,
US TERRITORIES,2021,29,,,,,,,,,,,,
UTAH,2021,29,,,,,,,,,,,,
VERMONT,2021,29,,,,,,,,,,,,
VIRGINIA,2021,29,,,,,,,,,,,,
WASHINGTON,2021,29,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,29,4,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,29,5,,,,,,,,,,,
WEST VIRGINIA,2021,29,,,,,,,,,,,,
WISCONSIN,2021,29,3,,,,,,,,,,,
WYOMING,2021,29,,,,,,,,,,,,
ALABAMA,2021,30,,,,,,,,,,,,
ALASKA,2021,30,1,,,,,,,,,,,
AMERICAN SAMOA,2021,30,,,,,,,,,,,,
ARIZONA,2021,30,6,,,,,,,,,,,
ARKANSAS,2021,30,6,,,,,,,,,,,
CALIFORNIA,2021,30,,,,,,,,,,,,
COLORADO,2021,30,,,,,,,,,,,,
CONNECTICUT,2021,30,,,,,,,,,,,,
DELAWARE,2021,30,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,30,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,30,2,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,30,1,,,,,,,,,,,
FLORIDA,2021,30,17,,,,,,,,,,,
GEORGIA,2021,30,3,,,,,,,,,,,
GUAM,2021,30,,,,,,,,,,,,
HAWAII,2021,30,,,,,,,,,,,,
IDAHO,2021,30,,,,,,,,,,,,
ILLINOIS,2021,30,,,,,,,,,,,,
INDIANA,2021,30,1,,,,,,,,,,,
IOWA,2021,30,,,,,,,,,,,,
KANSAS,2021,30,,,,,,,,,,,,
KENTUCKY,2021,30,,,,,,,,,,,,
LOUISIANA,2021,30,,,,,,,,,,,,
MAINE,2021,30,,,,,,,,,,,,
MARYLAND,2021,30,1,,,,,,,,,,,
MASSACHUSETTS,2021,30,,,,,,,,,,,,
MICHIGAN,2021,30,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,30,17,,,,,,,,,,,
MINNESOTA,2021,30,,,,,,,,,,,,
MISSISSIPPI,2021,30,1,,,,,,,,,,,
MISSOURI,2021,30,,,,,,,,,,,,
MONTANA,2021,30,,,,,,,,,,,,
MOUNTAIN,2021,30,8,,,,,,,,,,,
NEBRASKA,2021,30,4,,,,,,,,,,,
NEVADA,2021,30,,,,,,,,,,,,
NEW ENGLAND,2021,30,,,,,,,,,,,,
NEW HAMPSHIRE,2021,30,,,,,,,,,,,,
NEW JERSEY,2021,30,1,,,,,,,,,,,
NEW MEXICO,2021,30,1,,,,,,,,,,,
NEW YORK,2021,30,9,,,,,,,,,,,
NEW YORK CITY,2021,30,7,,,,,,,,,,,
NON-US RESIDENTS,2021,30,,,,,,,,,,,,
NORTH CAROLINA,2021,30,,,,,,,,,,,,
NORTH DAKOTA,2021,30,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,30,,,,,,,,,,,,
OHIO,2021,30,,,,,,,,,,,,
OKLAHOMA,2021,30,,,,,,,,,,,,
OREGON,2021,30,,,,,,,,,,,,
PACIFIC,2021,30,1,,,,,,,,,,,
PENNSYLVANIA,2021,30,,,,,,,,,,,,
PUERTO RICO,2021,30,,,,,,,,,,,,
RHODE ISLAND,2021,30,,,,,,,,,,,,
SOUTH ATLANTIC,2021,30,24,,,,,,,,,,,
SOUTH CAROLINA,2021,30,3,,,,,,,,,,,
SOUTH DAKOTA,2021,30,,,,,,,,,,,,
TENNESSEE,2021,30,,,,,,,,,,,,
TEXAS,2021,30,3,,,,,,,,,,,
TOTAL,2021,30,66,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,30,,,,,,,,,,,,
US RESIDENTS,2021,30,66,,,,,,,,,,,
US TERRITORIES,2021,30,,,,,,,,,,,,
UTAH,2021,30,1,,,,,,,,,,,
VERMONT,2021,30,,,,,,,,,,,,
VIRGINIA,2021,30,,,,,,,,,,,,
WASHINGTON,2021,30,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,30,4,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,30,9,,,,,,,,,,,
WEST VIRGINIA,2021,30,,,,,,,,,,,,
WISCONSIN,2021,30,1,,,,,,,,,,,
WYOMING,2021,30,,,,,,,,,,,,
ALABAMA,2021,31,1,,,,,,,,,,,
ALASKA,2021,31,1,,,,,,,,,,,
AMERICAN SAMOA,2021,31,,,,,,,,,,,,
ARIZONA,2021,31,6,,,,,,,,,,,
ARKANSAS,2021,31,4,,,,,,,,,,,
CALIFORNIA,2021,31,,,,,,,,,,,,
COLORADO,2021,31,,,,,,,,,,,,
CONNECTICUT,2021,31,,,,,,,,,,,,
DELAWARE,2021,31,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,31,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,31,7,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,31,6,,,,,,,,,,,
FLORIDA,2021,31,12,,,,,,,,,,,
GEORGIA,2021,31,4,,,,,,,,,,,
GUAM,2021,31,,,,,,,,,,,,
HAWAII,2021,31,,,,,,,,,,,,
IDAHO,2021,31,,,,,,,,,,,,
ILLINOIS,2021,31,,,,,,,,,,,,
INDIANA,2021,31,1,,,,,,,,,,,
IOWA,2021,31,,,,,,,,,,,,
KANSAS,2021,31,,,,,,,,,,,,
KENTUCKY,2021,31,3,,,,,,,,,,,
LOUISIANA,2021,31,,,,,,,,,,,,
MAINE,2021,31,1,,,,,,,,,,,
MARYLAND,2021,31,3,,,,,,,,,,,
MASSACHUSETTS,2021,31,,,,,,,,,,,,
MICHIGAN,2021,31,2,,,,,,,,,,,
MIDDLE ATLANTIC,2021,31,17,,,,,,,,,,,
MINNESOTA,2021,31,,,,,,,,,,,,
MISSISSIPPI,2021,31,2,,,,,,,,,,,
MISSOURI,2021,31,,,,,,,,,,,,
MONTANA,2021,31,,,,,,,,,,,,
MOUNTAIN,2021,31,8,,,,,,,,,,,
NEBRASKA,2021,31,2,,,,,,,,,,,
NEVADA,2021,31,,,,,,,,,,,,
NEW ENGLAND,2021,31,1,,,,,,,,,,,
NEW HAMPSHIRE,2021,31,,,,,,,,,,,,
NEW JERSEY,2021,31,,,,,,,,,,,,
NEW MEXICO,2021,31,2,,,,,,,,,,,
NEW YORK,2021,31,8,,,,,,,,,,,
NEW YORK CITY,2021,31,6,,,,,,,,,,,
NON-US RESIDENTS,2021,31,,,,,,,,,,,,
NORTH CAROLINA,2021,31,,,,,,,,,,,,
NORTH DAKOTA,2021,31,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,31,,,,,,,,,,,,
OHIO,2021,31,,,,,,,,,,,,
OKLAHOMA,2021,31,,,,,,,,,,,,
OREGON,2021,31,,,,,,,,,,,,
PACIFIC,2021,31,1,,,,,,,,,,,
PENNSYLVANIA,2021,31,3,,,,,,,,,,,
PUERTO RICO,2021,31,,,,,,,,,,,,
RHODE ISLAND,2021,31,,,,,,,,,,,,
SOUTH ATLANTIC,2021,31,19,,,,,,,,,,,
SOUTH CAROLINA,2021,31,,,,,,,,,,,,
SOUTH DAKOTA,2021,31,,,,,,,,,,,,
TENNESSEE,2021,31,,,,,,,,,,,,
TEXAS,2021,31,10,,,,,,,,,,,
TOTAL,2021,31,75,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,31,,,,,,,,,,,,
US RESIDENTS,2021,31,75,,,,,,,,,,,
US TERRITORIES,2021,31,,,,,,,,,,,,
UTAH,2021,31,,,,,,,,,,,,
VERMONT,2021,31,,,,,,,,,,,,
VIRGINIA,2021,31,,,,,,,,,,,,
WASHINGTON,2021,31,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,31,2,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,31,14,,,,,,,,,,,
WEST VIRGINIA,2021,31,,,,,,,,,,,,
WISCONSIN,2021,31,4,,,,,,,,,,,
WYOMING,2021,31,,,,,,,,,,,,
ALABAMA,2021,32,3,,,,,,,,,,,
ALASKA,2021,32,,,,,,,,,,,,
AMERICAN SAMOA,2021,32,,,,,,,,,,,,
ARIZONA,2021,32,2,,,,,,,,,,,
ARKANSAS,2021,32,2,,,,,,,,,,,
CALIFORNIA,2021,32,,,,,,,,,,,,
COLORADO,2021,32,,,,,,,,,,,,
CONNECTICUT,2021,32,,,,,,,,,,,,
DELAWARE,2021,32,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,32,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,32,4,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,32,10,,,,,,,,,,,
FLORIDA,2021,32,14,,,,,,,,,,,
GEORGIA,2021,32,,,,,,,,,,,,
GUAM,2021,32,,,,,,,,,,,,
HAWAII,2021,32,,,,,,,,,,,,
IDAHO,2021,32,,,,,,,,,,,,
ILLINOIS,2021,32,,,,,,,,,,,,
INDIANA,2021,32,1,,,,,,,,,,,
IOWA,2021,32,,,,,,,,,,,,
KANSAS,2021,32,,,,,,,,,,,,
KENTUCKY,2021,32,1,,,,,,,,,,,
LOUISIANA,2021,32,,,,,,,,,,,,
MAINE,2021,32,,,,,,,,,,,,
MARYLAND,2021,32,1,,,,,,,,,,,
MASSACHUSETTS,2021,32,,,,,,,,,,,,
